"wikidata_uri","label","birth_year","gender","label","geo_coordinates","wikidata_uri"
http://www.wikidata.org/entity/Q111468754,Salvatore Cosentino,1932,male,Mirabella Imbaccari,POINT(14.450000 37.333333),http://www.wikidata.org/entity/Q478660
http://www.wikidata.org/entity/Q111469297,Gennaro Avallone,1973,male,Cava de' Tirreni,POINT(14.705555 40.700833),http://www.wikidata.org/entity/Q19272
http://www.wikidata.org/entity/Q111503881,Luis Thayer Correa,1974,male,Santiago,POINT(-70.650000 -33.437500),http://www.wikidata.org/entity/Q2887
http://www.wikidata.org/entity/Q111512681,Kurt Holm,1935,male,Heilbronn,POINT(9.217953 49.140428),http://www.wikidata.org/entity/Q715
http://www.wikidata.org/entity/Q111524165,Marian Preda,1963,male,Dăbuleni,POINT(24.091945 43.801111),http://www.wikidata.org/entity/Q276135
http://www.wikidata.org/entity/Q111529075,Sha Lianxiang,1936,female,Dalian,POINT(121.600000 38.900000),http://www.wikidata.org/entity/Q74881
http://www.wikidata.org/entity/Q111529309,Gilbert Andéga Camara,1970,male,Conakry,POINT(-13.712222 9.509167),http://www.wikidata.org/entity/Q3733
http://www.wikidata.org/entity/Q111529615,Priska Daphi,1984,female,Hamburg,POINT(10.000000 53.550000),http://www.wikidata.org/entity/Q1055
http://www.wikidata.org/entity/Q111536,William Julius Wilson,1935,male,Pennsylvania,POINT(-77.500000 41.000000),http://www.wikidata.org/entity/Q1400
http://www.wikidata.org/entity/Q111543471,Davide Bubbico,1972,male,Luino,POINT(8.750000 46.000000),http://www.wikidata.org/entity/Q40120
http://www.wikidata.org/entity/Q111543501,José Jiménez Blanco,1930,male,Seville,POINT(-5.995555 37.388611),http://www.wikidata.org/entity/Q8717
http://www.wikidata.org/entity/Q111588661,Enrico Maria Tacchi,1951,male,Busto Arsizio,POINT(8.851800 45.611958),http://www.wikidata.org/entity/Q1155
http://www.wikidata.org/entity/Q111589247,Eduardo Cintra Torres,1957,male,Lisbon,POINT(-9.139016 38.708042),http://www.wikidata.org/entity/Q597
http://www.wikidata.org/entity/Q111593034,Stefania Leone,1973,female,Rome,POINT(12.482778 41.893056),http://www.wikidata.org/entity/Q220
http://www.wikidata.org/entity/Q111630232,Li Ruojian,1956,male,Xiamen,POINT(118.081944 24.479722),http://www.wikidata.org/entity/Q68744
http://www.wikidata.org/entity/Q111654969,Domenico Maddaloni,1960,male,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q111671328,Bernhard Heidtmann,1938,male,Werder (Havel),POINT(12.935000 52.378056),http://www.wikidata.org/entity/Q525686
http://www.wikidata.org/entity/Q111672747,,1960,female,Omsk,POINT(73.383333 54.966667),http://www.wikidata.org/entity/Q898
http://www.wikidata.org/entity/Q111678916,Deidre Hill Butler,1969,female,Boston,POINT(-71.057778 42.360278),http://www.wikidata.org/entity/Q100
http://www.wikidata.org/entity/Q111694333,Rabab Abdulhadi,1955,female,Nablus,POINT(35.266111 32.216111),http://www.wikidata.org/entity/Q214178
http://www.wikidata.org/entity/Q111716833,Emir Kasprzycki,1971,male,Zabrze,POINT(18.783333 50.300000),http://www.wikidata.org/entity/Q103892
http://www.wikidata.org/entity/Q111725217,Massimo Del Forno,1960,male,Salerno,POINT(14.759444 40.680556),http://www.wikidata.org/entity/Q1083
http://www.wikidata.org/entity/Q111728745,Angela Delli Paoli,1982,female,Caserta,POINT(14.333333 41.066667),http://www.wikidata.org/entity/Q1906
http://www.wikidata.org/entity/Q111743980,Miriam Moreira Leite,1926,female,Santos,POINT(-46.328640 -23.933599),http://www.wikidata.org/entity/Q81882
http://www.wikidata.org/entity/Q111745414,Paolo Diana,1967,male,Aversa,POINT(14.206475 40.973034),http://www.wikidata.org/entity/Q19279
http://www.wikidata.org/entity/Q111745648,Tomás Páez,1953,male,Puerto de la Cruz,POINT(-16.550000 28.416667),http://www.wikidata.org/entity/Q623549
http://www.wikidata.org/entity/Q111745914,Jessica Pidoux,1988,female,Maracaibo,POINT(-71.633333 10.633333),http://www.wikidata.org/entity/Q171632
http://www.wikidata.org/entity/Q111756804,Frank Reiss,1935,male,Berlin,POINT(13.383333 52.516667),http://www.wikidata.org/entity/Q64
http://www.wikidata.org/entity/Q111796542,Luigi Frezza,1952,male,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q111796752,Domenico Fruncillo,1959,male,Forino,POINT(14.736944 40.863611),http://www.wikidata.org/entity/Q55035
http://www.wikidata.org/entity/Q111804750,Agata Piromallo Gambardella,1935,female,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q111816763,,1975,female,Ufa,POINT(55.947500 54.726111),http://www.wikidata.org/entity/Q911
http://www.wikidata.org/entity/Q111818152,,1933,male,Staroarslanbekovo,POINT(54.224722 54.516111),http://www.wikidata.org/entity/Q4440065
http://www.wikidata.org/entity/Q111833001,Massimo Pendenza,1967,male,Avezzano,POINT(13.426372 42.030975),http://www.wikidata.org/entity/Q47125
http://www.wikidata.org/entity/Q1118635,Hans Högl,1942,male,Asperhofen,POINT(15.916667 48.250000),http://www.wikidata.org/entity/Q665512
http://www.wikidata.org/entity/Q111893968,Serena Quarta,1973,female,Lecce,POINT(18.169139 40.352011),http://www.wikidata.org/entity/Q13386
http://www.wikidata.org/entity/Q111902529,Alfredo Alietti,1964,male,Milan,POINT(9.190000 45.466944),http://www.wikidata.org/entity/Q490
http://www.wikidata.org/entity/Q111902719,Sergio Manghi,1947,male,Parma,POINT(10.328000 44.801472),http://www.wikidata.org/entity/Q2683
http://www.wikidata.org/entity/Q111902780,Daniela Dresdner,1984,female,Uppsala,POINT(17.638947 59.849761),http://www.wikidata.org/entity/Q25286
http://www.wikidata.org/entity/Q111902844,Margot Liendo,1949,female,Calana,POINT(-70.186205 -17.938897),http://www.wikidata.org/entity/Q3824267
http://www.wikidata.org/entity/Q111912922,Marcello Ravveduto,1972,male,Salerno,POINT(14.759444 40.680556),http://www.wikidata.org/entity/Q1083
http://www.wikidata.org/entity/Q111916914,Mario Tirino,1980,male,Sassari,POINT(8.559167 40.726667),http://www.wikidata.org/entity/Q13629
http://www.wikidata.org/entity/Q111917357,Fedir Shandor,1975,male,Uzhhorod,POINT(22.295000 48.623889),http://www.wikidata.org/entity/Q156711
http://www.wikidata.org/entity/Q111935067,Imre Kovách,1953,male,Hajdúnánás,POINT(21.433333 47.850000),http://www.wikidata.org/entity/Q739304
http://www.wikidata.org/entity/Q111974516,Diana Salzano,1967,female,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q111975875,Pierre Mouterde,1951,male,Metz,POINT(6.176944 49.119722),http://www.wikidata.org/entity/Q22690
http://www.wikidata.org/entity/Q111985966,Svetlana Stephenson,1962,female,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q111986474,Václav Vyšohlíd,1910,male,Předlice,POINT(13.992200 50.659200),http://www.wikidata.org/entity/Q12047921
http://www.wikidata.org/entity/Q111993458,Volker Lühr,1937,male,Zwickau,POINT(12.496111 50.718889),http://www.wikidata.org/entity/Q3778
http://www.wikidata.org/entity/Q1119989,Jenö Bango,1934,male,Szombathely,POINT(16.633333 47.233333),http://www.wikidata.org/entity/Q42007
http://www.wikidata.org/entity/Q112032,Ronald Grossarth-Maticek,1940,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112056496,Stefan Brunnhuber,1962,male,Augsburg,POINT(10.897778 48.368889),http://www.wikidata.org/entity/Q2749
http://www.wikidata.org/entity/Q112063,Paul Eppstein,1902,male,Ludwigshafen,POINT(8.435278 49.481111),http://www.wikidata.org/entity/Q2910
http://www.wikidata.org/entity/Q112071182,Rosângela Lula da Silva,1966,female,União da Vitória,POINT(-51.085833 -26.230000),http://www.wikidata.org/entity/Q988869
http://www.wikidata.org/entity/Q112078456,Burkard Sievers,1942,male,Kiel,POINT(10.139445 54.323333),http://www.wikidata.org/entity/Q1707
http://www.wikidata.org/entity/Q112083716,Giovanni Di Franco,1960,male,Legnano,POINT(8.905982 45.595809),http://www.wikidata.org/entity/Q42782
http://www.wikidata.org/entity/Q112101291,Rosamaria Zampetti,1959,female,Eboli,POINT(15.056389 40.616944),http://www.wikidata.org/entity/Q80933
http://www.wikidata.org/entity/Q112109470,Daniel Annenberg,1965,male,São Paulo,POINT(-46.633947 -23.550394),http://www.wikidata.org/entity/Q174
http://www.wikidata.org/entity/Q112116849,François Petit,1945,male,Saint-Étienne,POINT(4.389722 45.433889),http://www.wikidata.org/entity/Q42716
http://www.wikidata.org/entity/Q112117262,Donald P. Hayes,1927,male,Baltimore,POINT(-76.615000 39.286389),http://www.wikidata.org/entity/Q5092
http://www.wikidata.org/entity/Q112129103,Godfried Engbersen,1958,male,The Hague,POINT(4.310000 52.080000),http://www.wikidata.org/entity/Q36600
http://www.wikidata.org/entity/Q112132550,,1960,male,Satyyevo,POINT(54.734722 53.504444),http://www.wikidata.org/entity/Q4409098
http://www.wikidata.org/entity/Q112134467,Véronica Gago,1976,female,Chivilcoy,POINT(-60.016667 -34.900000),http://www.wikidata.org/entity/Q686736
http://www.wikidata.org/entity/Q1121770,Kálmán Kulcsár,1928,male,Erdőtelek,POINT(20.317000 47.683000),http://www.wikidata.org/entity/Q249661
http://www.wikidata.org/entity/Q112183575,Maria Carmela Catone,1984,female,Caserta,POINT(14.333333 41.066667),http://www.wikidata.org/entity/Q1906
http://www.wikidata.org/entity/Q112191558,Raffaele Nicola Maria Rauty,1947,male,Crotone,POINT(17.116667 39.083333),http://www.wikidata.org/entity/Q6681
http://www.wikidata.org/entity/Q11220438,Bohuslav Blažek,1942,male,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q11220473,Bohuslav Brouk,1912,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112205862,Raffaele Quattrone,1974,male,Foggia,POINT(15.551880 41.458450),http://www.wikidata.org/entity/Q13464
http://www.wikidata.org/entity/Q112211740,Anders Petersen,1973,male,Silkeborg,POINT(9.550000 56.166667),http://www.wikidata.org/entity/Q21180
http://www.wikidata.org/entity/Q112223016,Paul Lagneau-Ymonet,1979,male,"16th arrondissement of Paris",POINT(2.276489 48.863611),http://www.wikidata.org/entity/Q194420
http://www.wikidata.org/entity/Q112224384,"Thomas Jackson Woofter, Jr.",1893,male,Macon,POINT(-83.632400 32.840690),http://www.wikidata.org/entity/Q219656
http://www.wikidata.org/entity/Q112224657,Anne Nassauer,1982,female,Berlin,POINT(13.383333 52.516667),http://www.wikidata.org/entity/Q64
http://www.wikidata.org/entity/Q112228298,Toni Alaranta,1977,male,Turku,POINT(22.266944 60.451667),http://www.wikidata.org/entity/Q38511
http://www.wikidata.org/entity/Q112232330,Luca Bifulco,1977,male,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q112233543,Cristiano Felaco,1986,male,Naples,POINT(14.248611 40.835833),http://www.wikidata.org/entity/Q2634
http://www.wikidata.org/entity/Q112238280,Hiromi Teratani,1937,male,Kobe,POINT(135.195444 34.690167),http://www.wikidata.org/entity/Q48320
http://www.wikidata.org/entity/Q112238935,Nanako Inaba,1968,female,Saitama Prefecture,POINT(139.649195 35.857167),http://www.wikidata.org/entity/Q128186
http://www.wikidata.org/entity/Q112239041,Hiroyuki Murata,1962,male,Tochio,POINT(138.992639 37.480389),http://www.wikidata.org/entity/Q1042935
http://www.wikidata.org/entity/Q112239056,Mitsunori Ishida,1973,male,Kanagawa Prefecture,POINT(139.642528 35.447750),http://www.wikidata.org/entity/Q127513
http://www.wikidata.org/entity/Q112239089,Tatsuto Asakawa,1965,male,Matsumoto,POINT(137.971972 36.238000),http://www.wikidata.org/entity/Q213324
http://www.wikidata.org/entity/Q112258481,Rolf Schulze,1932,"",Berlin,POINT(13.383333 52.516667),http://www.wikidata.org/entity/Q64
http://www.wikidata.org/entity/Q112274792,Valerio Corradi,1978,male,Desenzano del Garda,POINT(10.535000 45.468889),http://www.wikidata.org/entity/Q104577
http://www.wikidata.org/entity/Q1122898,Ernő Kállai,1969,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112300688,Eugene Victor Walter,1925,male,New York,POINT(-75.000000 43.000000),http://www.wikidata.org/entity/Q1384
http://www.wikidata.org/entity/Q112342875,,1972,female,Uherské Hradiště,POINT(17.459691 49.069758),http://www.wikidata.org/entity/Q502993
http://www.wikidata.org/entity/Q112342943,Petr Bláha,1988,male,Děčín,POINT(14.196111 50.773611),http://www.wikidata.org/entity/Q146307
http://www.wikidata.org/entity/Q112343472,Tatjana Sekulić,1964,female,Sarajevo,POINT(18.413056 43.856389),http://www.wikidata.org/entity/Q11194
http://www.wikidata.org/entity/Q112343673,Attila Gyulai,1978,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112347981,Zdenka Mansfeldová,1950,female,Tábor,POINT(14.657836 49.414485),http://www.wikidata.org/entity/Q193721
http://www.wikidata.org/entity/Q112348009,,1929,female,Varnsdorf,POINT(14.618354 50.911612),http://www.wikidata.org/entity/Q158275
http://www.wikidata.org/entity/Q112348371,,1929,male,České Budějovice,POINT(14.474722 48.974722),http://www.wikidata.org/entity/Q16506
http://www.wikidata.org/entity/Q112349832,Miloš Šebor,1911,male,United States,POINT(-98.579500 39.828175),http://www.wikidata.org/entity/Q30
http://www.wikidata.org/entity/Q112352348,Claudio Baraldi,1959,male,Modena,POINT(10.925720 44.645820),http://www.wikidata.org/entity/Q279
http://www.wikidata.org/entity/Q112352805,Edgar F. Borgatta,1924,male,Milan,POINT(9.190000 45.466944),http://www.wikidata.org/entity/Q490
http://www.wikidata.org/entity/Q112354593,Hermann Groß,1949,male,Germany,POINT(10.000000 51.000000),http://www.wikidata.org/entity/Q183
http://www.wikidata.org/entity/Q112360150,István Szentpéteri,1926,male,Makó,POINT(20.478889 46.220000),http://www.wikidata.org/entity/Q240504
http://www.wikidata.org/entity/Q112360245,Bert Thinius,1949,male,Groß Pankow,POINT(12.051528 53.119111),http://www.wikidata.org/entity/Q370074
http://www.wikidata.org/entity/Q112360895,Stefan Wolf,1963,male,Scheßlitz,POINT(11.033889 49.976667),http://www.wikidata.org/entity/Q238951
http://www.wikidata.org/entity/Q112363434,,1951,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112363774,Miloslav Lapka,1957,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112364843,Ildikó Hrubos,1943,female,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112367721,Marek Nohejl,1975,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112367838,Oľga Gyárfášová,1957,female,Bratislava,POINT(17.112778 48.144722),http://www.wikidata.org/entity/Q1780
http://www.wikidata.org/entity/Q112367897,Kurt W. Back,1919,male,Vienna,POINT(16.372500 48.208333),http://www.wikidata.org/entity/Q1741
http://www.wikidata.org/entity/Q112367968,Meinrad Ziegler,1951,male,Linz,POINT(14.286389 48.305833),http://www.wikidata.org/entity/Q41329
http://www.wikidata.org/entity/Q112368422,Dilbar Alijevová,1936,female,Moscow,POINT(37.617500 55.750556),http://www.wikidata.org/entity/Q649
http://www.wikidata.org/entity/Q112368941,Gabriele Hoffmann,1940,female,Miłoszów,POINT(15.250000 51.004444),http://www.wikidata.org/entity/Q997805
http://www.wikidata.org/entity/Q112369057,Gerhard Schmich,1943,male,Würzburg,POINT(9.929444 49.794444),http://www.wikidata.org/entity/Q2999
http://www.wikidata.org/entity/Q112369272,,1975,female,Liberec,POINT(15.050000 50.766667),http://www.wikidata.org/entity/Q146351
http://www.wikidata.org/entity/Q112369708,,1951,male,Přerov,POINT(17.451111 49.455555),http://www.wikidata.org/entity/Q470380
http://www.wikidata.org/entity/Q112370790,Kaja Kaźmierska,1964,female,Łódź,POINT(19.466667 51.750000),http://www.wikidata.org/entity/Q580
http://www.wikidata.org/entity/Q112372946,Jürgen Wolff,1947,male,Hamburg,POINT(10.000000 53.550000),http://www.wikidata.org/entity/Q1055
http://www.wikidata.org/entity/Q112373094,Robert Bussel,1951,male,Memphis,POINT(-90.051945 35.146111),http://www.wikidata.org/entity/Q16563
http://www.wikidata.org/entity/Q112373587,Jiří Hudeček,1922,male,Ivančice,POINT(16.377529 49.101478),http://www.wikidata.org/entity/Q1008686
http://www.wikidata.org/entity/Q112374323,,1936,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112376065,Christoph Rülcker,1936,male,Dresden,POINT(13.738144 51.049329),http://www.wikidata.org/entity/Q1731
http://www.wikidata.org/entity/Q112376494,Sándor Bordás,1952,male,Stara Moravica,POINT(19.466111 45.868889),http://www.wikidata.org/entity/Q252543
http://www.wikidata.org/entity/Q112376978,Ulrike Papouschek,1961,female,Vienna,POINT(16.372500 48.208333),http://www.wikidata.org/entity/Q1741
http://www.wikidata.org/entity/Q112377500,Brigitte Geiger,1957,female,Linz,POINT(14.286389 48.305833),http://www.wikidata.org/entity/Q41329
http://www.wikidata.org/entity/Q112377501,Gottfried Pirhofer,1950,male,Schwaz,POINT(11.700000 47.350000),http://www.wikidata.org/entity/Q583485
http://www.wikidata.org/entity/Q112377561,,1974,female,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q112378494,,1980,male,Białystok,POINT(23.168673 53.132356),http://www.wikidata.org/entity/Q761
http://www.wikidata.org/entity/Q112379175,,1939,male,Pravonín,POINT(14.943417 49.635650),http://www.wikidata.org/entity/Q2635549
http://www.wikidata.org/entity/Q112380082,Libor Prudký,1944,male,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q112380460,,1972,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112380555,Marie Valentová,1974,female,Velké Meziříčí,POINT(16.012269 49.355258),http://www.wikidata.org/entity/Q703158
http://www.wikidata.org/entity/Q112380696,Donald D. Hook,1928,male,Charlotte,POINT(-80.843333 35.226944),http://www.wikidata.org/entity/Q16565
http://www.wikidata.org/entity/Q112380938,Aleš Bednařík,1973,male,Liberec,POINT(15.050000 50.766667),http://www.wikidata.org/entity/Q146351
http://www.wikidata.org/entity/Q112382703,Hans A. Baer,1944,male,Lima,POINT(-77.037500 -12.060000),http://www.wikidata.org/entity/Q2868
http://www.wikidata.org/entity/Q112382825,Helena Balicka-Kozłowska,1920,female,Warsaw,POINT(21.011111 52.230000),http://www.wikidata.org/entity/Q270
http://www.wikidata.org/entity/Q112384931,,1970,male,Hodonín,POINT(17.132439 48.848951),http://www.wikidata.org/entity/Q321778
http://www.wikidata.org/entity/Q112386100,Jochen Tholen,1948,male,Wilhelmshaven,POINT(8.105556 53.528611),http://www.wikidata.org/entity/Q3857
http://www.wikidata.org/entity/Q112386492,Natalio P. Etchegaray,1930,male,Buenos Aires,POINT(-58.381944 -34.599722),http://www.wikidata.org/entity/Q1486
http://www.wikidata.org/entity/Q112387161,,1974,male,Vyškov,POINT(16.998993 49.277487),http://www.wikidata.org/entity/Q954569
http://www.wikidata.org/entity/Q112387210,Michal Vašečka,1972,male,Poprad,POINT(20.300000 49.050000),http://www.wikidata.org/entity/Q26393
http://www.wikidata.org/entity/Q1123875,Márk Zoltán Kékesi,1979,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112387663,Michaela Küpper,1965,female,Alpen,POINT(6.512500 51.575000),http://www.wikidata.org/entity/Q162976
http://www.wikidata.org/entity/Q112387840,,1947,male,Zlín,POINT(17.666945 49.233056),http://www.wikidata.org/entity/Q171018
http://www.wikidata.org/entity/Q112387947,Katharina Scherke,1969,female,Offenbach am Main,POINT(8.766667 50.100000),http://www.wikidata.org/entity/Q3042
http://www.wikidata.org/entity/Q112388398,Josef Jünger,1938,male,Slušovice,POINT(17.801512 49.247817),http://www.wikidata.org/entity/Q597011
http://www.wikidata.org/entity/Q112389625,Jakub Macek,1979,male,Karlovy Vary,POINT(12.872500 50.230555),http://www.wikidata.org/entity/Q384544
http://www.wikidata.org/entity/Q112389809,József Hegedüs,1951,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112391076,Natália Petranská Rolková,1978,female,Brezno,POINT(19.638056 48.803611),http://www.wikidata.org/entity/Q465312
http://www.wikidata.org/entity/Q112391536,Andreas Hess,1959,male,Gelsenkirchen,POINT(7.094167 51.510278),http://www.wikidata.org/entity/Q2765
http://www.wikidata.org/entity/Q112391894,Jana Klímová Chaloupková,1979,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112392232,,1978,male,Děčín,POINT(14.196111 50.773611),http://www.wikidata.org/entity/Q146307
http://www.wikidata.org/entity/Q112393756,Heiko Christians,1963,male,Oldeborg,POINT(7.323610 53.498300),http://www.wikidata.org/entity/Q2018581
http://www.wikidata.org/entity/Q112396269,Friedrich Köthe,1954,male,Munich,POINT(11.575000 48.137500),http://www.wikidata.org/entity/Q1726
http://www.wikidata.org/entity/Q112396784,Wolfgang Aschauer,1979,male,Steyr,POINT(14.416667 48.050000),http://www.wikidata.org/entity/Q260320
http://www.wikidata.org/entity/Q112396851,David B. Bills,1953,male,Sheffield,POINT(-79.033900 41.704200),http://www.wikidata.org/entity/Q1184547
http://www.wikidata.org/entity/Q112398822,Miriam Suchomelová,1950,female,Děčín,POINT(14.196111 50.773611),http://www.wikidata.org/entity/Q146307
http://www.wikidata.org/entity/Q112400126,Jean Lojkine,1939,male,Rambouillet,POINT(1.830000 48.643611),http://www.wikidata.org/entity/Q191119
http://www.wikidata.org/entity/Q112401582,Xinhuang Xiao,1948,male,Taipei,POINT(121.562500 25.037500),http://www.wikidata.org/entity/Q1867
http://www.wikidata.org/entity/Q112401868,,1977,female,Ostrava,POINT(18.292500 49.835556),http://www.wikidata.org/entity/Q8385
http://www.wikidata.org/entity/Q112402012,,1980,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112402013,Jana Zierhutová,1981,female,České Budějovice,POINT(14.474722 48.974722),http://www.wikidata.org/entity/Q16506
http://www.wikidata.org/entity/Q112402273,Leny Lagerwerf,1935,female,Delft,POINT(4.359167 52.011667),http://www.wikidata.org/entity/Q690
http://www.wikidata.org/entity/Q112403681,Norman W. Storer,1930,male,Middletown,POINT(-72.651111 41.562222),http://www.wikidata.org/entity/Q49192
http://www.wikidata.org/entity/Q112404869,,1964,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112405021,László Békési,1970,male,Vác,POINT(19.131111 47.775278),http://www.wikidata.org/entity/Q207408
http://www.wikidata.org/entity/Q112405376,Özcan Ayboğa,1977,male,Rüsselsheim am Main,POINT(8.411944 49.995000),http://www.wikidata.org/entity/Q4031
http://www.wikidata.org/entity/Q112405816,Wolfgang Teckenberg,1948,male,Cologne,POINT(6.957778 50.942222),http://www.wikidata.org/entity/Q365
http://www.wikidata.org/entity/Q112405911,György Darvas,1948,male,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112406958,Brenda Danet,1937,female,Springfield,POINT(-72.547455 42.112411),http://www.wikidata.org/entity/Q49158
http://www.wikidata.org/entity/Q112407575,,1970,male,Plzeň,POINT(13.382500 49.741389),http://www.wikidata.org/entity/Q43453
http://www.wikidata.org/entity/Q112408230,Jana Koukalová,1980,female,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q112408473,,1980,female,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q112409647,,1980,male,Olomouc,POINT(17.250833 49.593889),http://www.wikidata.org/entity/Q81137
http://www.wikidata.org/entity/Q112409768,Eva Dobšíková,1932,female,Vranovice,POINT(16.606606 48.966025),http://www.wikidata.org/entity/Q2002948
http://www.wikidata.org/entity/Q112409780,Dirk Baier,1976,male,Rochlitz,POINT(12.798611 51.048056),http://www.wikidata.org/entity/Q71180
http://www.wikidata.org/entity/Q112412155,Daniel Hůle,1976,male,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112412700,Leyla Bartet,1950,female,Lima,POINT(-77.037500 -12.060000),http://www.wikidata.org/entity/Q2868
http://www.wikidata.org/entity/Q112414597,José Maurício Domingues,1960,male,Brazil,POINT(-53.000000 -14.000000),http://www.wikidata.org/entity/Q155
http://www.wikidata.org/entity/Q112415041,Viktória Szirmai,1944,female,Budapest,POINT(19.040833 47.498333),http://www.wikidata.org/entity/Q1781
http://www.wikidata.org/entity/Q112415832,,1975,female,Polička,POINT(16.265479 49.714679),http://www.wikidata.org/entity/Q1013914
http://www.wikidata.org/entity/Q112416566,Ignazia Bartholini,1964,female,Erice,POINT(12.587500 38.037500),http://www.wikidata.org/entity/Q192917
http://www.wikidata.org/entity/Q112416720,,1982,female,Tábor,POINT(14.657836 49.414485),http://www.wikidata.org/entity/Q193721
http://www.wikidata.org/entity/Q112416980,Luitpold Rampeltshammer,1962,male,Dorfen,POINT(12.150000 48.266667),http://www.wikidata.org/entity/Q264395
http://www.wikidata.org/entity/Q112417873,Bernhard Perchinig,1958,male,Klagenfurt am Wörthersee,POINT(14.300000 46.616667),http://www.wikidata.org/entity/Q41753
http://www.wikidata.org/entity/Q112418580,,1975,male,Valašské Meziříčí,POINT(17.971154 49.471799),http://www.wikidata.org/entity/Q375651
http://www.wikidata.org/entity/Q112418590,Klára von Kriegsheim Kadlecová,1976,female,Brno,POINT(16.608333 49.195278),http://www.wikidata.org/entity/Q14960
http://www.wikidata.org/entity/Q112419043,Věra Ebels-Dolanová,1948,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112419870,Stefanos A. Gerontis,1969,male,Wellington,POINT(174.777222 -41.288889),http://www.wikidata.org/entity/Q23661
http://www.wikidata.org/entity/Q112419946,Kenneth Plummer,1946,male,Palmers Green,POINT(-0.109200 51.617800),http://www.wikidata.org/entity/Q2887044
http://www.wikidata.org/entity/Q112420107,Marta Kolářová,1977,female,Prague,POINT(14.421389 50.087500),http://www.wikidata.org/entity/Q1085
http://www.wikidata.org/entity/Q112420495,Andrej Findor,1975,male,Nitra,POINT(18.087500 48.314722),http://www.wikidata.org/entity/Q26397
http://www.wikidata.org/entity/Q112420637,Samuel Z. Klausner,1923,male,Brooklyn,POINT(-73.949722 40.650833),http://www.wikidata.org/entity/Q18419
http://www.wikidata.org/entity/Q112421130,Pavel Zahrádka,1977,male,Písek,POINT(14.147531 49.308881),http://www.wikidata.org/entity/Q158245
http://www.wikidata.org/entity/Q112422453,Kim Kyŏng-Dong,1936,male,Andong,POINT(128.725000 36.565555),http://www.wikidata.org/entity/Q42116
http://www.wikidata.org/entity/Q112423105,Jonathon Wayne Moses,1962,male,Seattle,POINT(-122.330000 47.605000),http://www.wikidata.org/entity/Q5083
