"wikidata_uri","label","birth_year","gender"
http://www.wikidata.org/entity/Q112402427,Bettina Amm,1959,female
http://www.wikidata.org/entity/Q112402543,Gareth,1979,male
http://www.wikidata.org/entity/Q112402616,,1958,male
http://www.wikidata.org/entity/Q112402795,,1969,male
http://www.wikidata.org/entity/Q112402809,John Powell Martin,1925,male
http://www.wikidata.org/entity/Q112402852,Amel Boubekeur,1980,female
http://www.wikidata.org/entity/Q112403182,Anne Nieberding,1970,female
http://www.wikidata.org/entity/Q112403542,Milena Bubíková,1976,female
http://www.wikidata.org/entity/Q112403543,Tereza Viceníková,1978,female
http://www.wikidata.org/entity/Q112403544,,1979,male
http://www.wikidata.org/entity/Q112403547,Paul Hendrik Möller,1947,male
http://www.wikidata.org/entity/Q112403680,Kenneth Allan,1951,male
http://www.wikidata.org/entity/Q112403681,Norman W. Storer,1930,male
http://www.wikidata.org/entity/Q112404194,Greg Fallis,1951,male
http://www.wikidata.org/entity/Q112404264,,1944,male
http://www.wikidata.org/entity/Q112404869,,1964,male
http://www.wikidata.org/entity/Q112405021,László Békési,1970,male
http://www.wikidata.org/entity/Q112405084,Alastair Greig,1960,male
http://www.wikidata.org/entity/Q112405313,Daniel Škobla,1964,male
http://www.wikidata.org/entity/Q112405376,Özcan Ayboğa,1977,male
http://www.wikidata.org/entity/Q112405429,,1947,male
http://www.wikidata.org/entity/Q112405489,Miroslav Tížik,1973,male
http://www.wikidata.org/entity/Q112405816,Wolfgang Teckenberg,1948,male
http://www.wikidata.org/entity/Q112405911,György Darvas,1948,male
http://www.wikidata.org/entity/Q112405983,Martin Mazanec,1981,male
http://www.wikidata.org/entity/Q112406054,,1979,male
http://www.wikidata.org/entity/Q112406055,,1976,female
http://www.wikidata.org/entity/Q112406078,,1976,female
http://www.wikidata.org/entity/Q112406210,Lothar F. Neumann,1935,male
http://www.wikidata.org/entity/Q112406349,Indra De Soysa,1964,male
http://www.wikidata.org/entity/Q112406707,Rasmus Antoft,1973,male
http://www.wikidata.org/entity/Q112406715,Reinhard Bachleitner,1948,male
http://www.wikidata.org/entity/Q112406880,Alfréd Prígl,1944,male
http://www.wikidata.org/entity/Q112406915,,1941,male
http://www.wikidata.org/entity/Q112406958,Brenda Danet,1937,female
http://www.wikidata.org/entity/Q112407006,Peter Lock,1941,male
http://www.wikidata.org/entity/Q112407202,Jaroslav Sýkora,1934,male
http://www.wikidata.org/entity/Q112407273,Harald Weigel,1952,male
http://www.wikidata.org/entity/Q112407560,Uschi Eßbach-Kreuzer,1945,female
http://www.wikidata.org/entity/Q112407573,Jana Havlíková,1978,female
http://www.wikidata.org/entity/Q112407574,Roman Hofreiter,1980,male
http://www.wikidata.org/entity/Q112407575,,1970,male
http://www.wikidata.org/entity/Q112407576,Katarína Synaková,1979,female
http://www.wikidata.org/entity/Q112407577,,1975,male
http://www.wikidata.org/entity/Q112407934,,1976,male
http://www.wikidata.org/entity/Q112407961,Barbara Ann Mitchell,1961,female
http://www.wikidata.org/entity/Q112408010,Mirko Blagojević,1962,male
http://www.wikidata.org/entity/Q112408205,Jan Bogdan Furmaniak,1947,male
http://www.wikidata.org/entity/Q112408230,Jana Koukalová,1980,female
http://www.wikidata.org/entity/Q112408329,Hana Paterová,1974,female
http://www.wikidata.org/entity/Q112408473,,1980,female
http://www.wikidata.org/entity/Q112408520,Janet Poppendieck,1945,female
http://www.wikidata.org/entity/Q112408727,Matthias Unterburg,1967,male
http://www.wikidata.org/entity/Q112409003,,1976,male
http://www.wikidata.org/entity/Q112409006,Peter Prenner,1965,male
http://www.wikidata.org/entity/Q112409221,Melissa Tyler,1971,female
http://www.wikidata.org/entity/Q112409235,Jayne O. Ifekwunigwe,1963,female
http://www.wikidata.org/entity/Q112409426,Richard Douglas Lloyd,1967,female
http://www.wikidata.org/entity/Q112409487,Anne Van Haecht,1949,female
http://www.wikidata.org/entity/Q112409647,,1980,male
http://www.wikidata.org/entity/Q112409768,Eva Dobšíková,1932,female
http://www.wikidata.org/entity/Q112409780,Dirk Baier,1976,male
http://www.wikidata.org/entity/Q112409781,Andreas Hadjar,1974,male
http://www.wikidata.org/entity/Q112409968,Joanna Derdowska,1980,female
http://www.wikidata.org/entity/Q112410011,Dēmētrēs A. Sōtēropoulos,1960,male
http://www.wikidata.org/entity/Q112410064,Radek Mezuláník,1963,male
http://www.wikidata.org/entity/Q112410271,Maria Bakardjieva,1959,female
http://www.wikidata.org/entity/Q112410320,Neil Thompson,1955,male
http://www.wikidata.org/entity/Q112410448,Stephen Ackroyd,1946,male
http://www.wikidata.org/entity/Q112410494,Jorg Durrschmidt,1960,male
http://www.wikidata.org/entity/Q112410685,,1975,male
http://www.wikidata.org/entity/Q112410686,,1953,male
http://www.wikidata.org/entity/Q112410894,Kenrick S. Thompson,1946,male
http://www.wikidata.org/entity/Q112410921,,1932,male
http://www.wikidata.org/entity/Q112411120,,1984,female
http://www.wikidata.org/entity/Q112411216,Vlastislav Bauch,1926,male
http://www.wikidata.org/entity/Q112411233,Lorraine V. Klerman,1929,female
http://www.wikidata.org/entity/Q112411237,Weizhong Zheng,1974,male
http://www.wikidata.org/entity/Q112411288,Marianna Pacucci,1956,female
http://www.wikidata.org/entity/Q112411504,Ivan Vodochodský,1974,male
http://www.wikidata.org/entity/Q112411611,Marilyn Relf,1954,female
http://www.wikidata.org/entity/Q112411809,,1964,male
http://www.wikidata.org/entity/Q112411898,Laurel Richardson,1936,female
http://www.wikidata.org/entity/Q112412155,Daniel Hůle,1976,male
http://www.wikidata.org/entity/Q112412229,Mihail Ivanovič Kodin,1943,male
http://www.wikidata.org/entity/Q112412245,Anna Sosnowska,1969,female
http://www.wikidata.org/entity/Q112412282,Iva Pecáková,1980,female
http://www.wikidata.org/entity/Q112412516,Timothy Evans,1965,male
http://www.wikidata.org/entity/Q112412568,Doris Sayago,1964,female
http://www.wikidata.org/entity/Q112412583,,1978,female
http://www.wikidata.org/entity/Q112412659,Michael L. Smith,1975,male
http://www.wikidata.org/entity/Q112412700,Leyla Bartet,1950,female
http://www.wikidata.org/entity/Q112412703,Françoise Dubruille,1958,female
http://www.wikidata.org/entity/Q112412722,Gernot Saalmann,1963,male
http://www.wikidata.org/entity/Q112412967,,1979,female
http://www.wikidata.org/entity/Q112412980,Pascal Letellier,1949,male
http://www.wikidata.org/entity/Q112413092,Ed McCaughan,1950,male
http://www.wikidata.org/entity/Q112413155,Stefan Hochstadt,1963,male
http://www.wikidata.org/entity/Q112413365,,1963,female
http://www.wikidata.org/entity/Q112413510,David Hayward,1959,male
http://www.wikidata.org/entity/Q112413518,Göran Dahlgren,1955,male
http://www.wikidata.org/entity/Q112413606,Giuseppe Abbatecola,1942,male
http://www.wikidata.org/entity/Q112413956,Teresa Y. Neely,1966,female
http://www.wikidata.org/entity/Q112414337,Hans-Günter Semsek,1952,male
http://www.wikidata.org/entity/Q112414550,Maria Cristina Antonucci,1972,female
http://www.wikidata.org/entity/Q112414578,Ingo Leiß,1948,male
http://www.wikidata.org/entity/Q112414591,Paul Freston,1952,male
http://www.wikidata.org/entity/Q112414596,Gabriel A. Ondetti,1967,male
http://www.wikidata.org/entity/Q112414597,José Maurício Domingues,1960,male
http://www.wikidata.org/entity/Q112414643,Kazuo Inumaru,1948,male
http://www.wikidata.org/entity/Q112414761,,1939,male
http://www.wikidata.org/entity/Q112414830,,1955,male
http://www.wikidata.org/entity/Q112414944,Vandana Joshi,1965,female
http://www.wikidata.org/entity/Q112414976,Ray Kiely,1964,male
http://www.wikidata.org/entity/Q112415018,,1976,female
http://www.wikidata.org/entity/Q112415041,Viktória Szirmai,1944,female
http://www.wikidata.org/entity/Q112415165,Andrew Pilkington,1947,male
http://www.wikidata.org/entity/Q112415207,Piotr Niklewicz,1944,male
http://www.wikidata.org/entity/Q112415217,Béla Révész,1951,male
http://www.wikidata.org/entity/Q112415243,Zsuzsa Széman,1952,male
http://www.wikidata.org/entity/Q112415516,Stanislav Matulay,1951,male
http://www.wikidata.org/entity/Q112415679,Tomislav Branković,1950,male
http://www.wikidata.org/entity/Q112415692,Nikolaus Buschmann,1968,male
http://www.wikidata.org/entity/Q112415707,Kimberlee A. Shauman,1969,female
http://www.wikidata.org/entity/Q112415764,Brian Roberts,1950,male
http://www.wikidata.org/entity/Q112415832,,1975,female
http://www.wikidata.org/entity/Q112415966,,1926,male
http://www.wikidata.org/entity/Q112416069,James F. Cosgrave,1959,male
http://www.wikidata.org/entity/Q112416071,John Horne,1955,male
http://www.wikidata.org/entity/Q112416167,C. Lee Harrington,1964,male
http://www.wikidata.org/entity/Q112416176,Mia Tuan,1968,female
http://www.wikidata.org/entity/Q112416249,Siu-lun Wong,1948,male
http://www.wikidata.org/entity/Q112416414,Marina Sassenberg,1958,female
http://www.wikidata.org/entity/Q112416482,Birgit Buchinger,1963,female
http://www.wikidata.org/entity/Q112416566,Ignazia Bartholini,1964,female
http://www.wikidata.org/entity/Q112416603,Martina Haltufová,1986,female
http://www.wikidata.org/entity/Q112416668,,1984,male
http://www.wikidata.org/entity/Q112416680,Paul Clarence Challen,1967,male
http://www.wikidata.org/entity/Q112416720,,1982,female
http://www.wikidata.org/entity/Q112416867,Thomas Kruppe,1958,male
http://www.wikidata.org/entity/Q112416980,Luitpold Rampeltshammer,1962,male
http://www.wikidata.org/entity/Q112417130,,1932,female
http://www.wikidata.org/entity/Q112417323,Petra Kowaliková,1980,female
http://www.wikidata.org/entity/Q112417333,Karen L. Anderson,1948,female
http://www.wikidata.org/entity/Q112417335,Vladimír Horský,1930,male
http://www.wikidata.org/entity/Q112417384,John L. Campbell,1952,male
http://www.wikidata.org/entity/Q112417597,Carmelo Mazza,1967,male
http://www.wikidata.org/entity/Q112417620,Nahla Abdo,1953,female
http://www.wikidata.org/entity/Q112417702,Pavel Najser,1946,male
http://www.wikidata.org/entity/Q112417760,Ljubica Bakić-Tomić,1955,female
http://www.wikidata.org/entity/Q112417806,,1964,female
http://www.wikidata.org/entity/Q112417864,Vladislav Arkadʹevič Bačinin,1949,male
http://www.wikidata.org/entity/Q112417873,Bernhard Perchinig,1958,male
http://www.wikidata.org/entity/Q112418091,Sławomir Magala,1950,male
http://www.wikidata.org/entity/Q112418331,Pierre-Yves Le Meur,1962,male
http://www.wikidata.org/entity/Q112418338,Celine-Marie Pascale,1956,female
http://www.wikidata.org/entity/Q112418354,Elizabeth Puttick,1952,female
http://www.wikidata.org/entity/Q112418432,Robert L. Nelson,1952,male
http://www.wikidata.org/entity/Q112418461,Roman Vido,1978,male
http://www.wikidata.org/entity/Q112418580,,1975,male
http://www.wikidata.org/entity/Q112418587,,1978,female
http://www.wikidata.org/entity/Q112418590,Klára von Kriegsheim Kadlecová,1976,female
http://www.wikidata.org/entity/Q112418654,Pat Lyons,1969,male
http://www.wikidata.org/entity/Q112418693,,1976,male
http://www.wikidata.org/entity/Q112418747,,1922,female
http://www.wikidata.org/entity/Q112418907,Murray Webster,1941,male
http://www.wikidata.org/entity/Q112419014,Tim Strangleman,1967,male
http://www.wikidata.org/entity/Q112419043,Věra Ebels-Dolanová,1948,female
http://www.wikidata.org/entity/Q112419294,Ján Brindza,1934,male
http://www.wikidata.org/entity/Q112419350,Pierre Besnard,1936,male
http://www.wikidata.org/entity/Q112419578,Pierre-Laurent Cosset,1976,male
http://www.wikidata.org/entity/Q112419756,Richard Mead,1943,male
http://www.wikidata.org/entity/Q112419870,Stefanos A. Gerontis,1969,male
http://www.wikidata.org/entity/Q112419946,Kenneth Plummer,1946,male
http://www.wikidata.org/entity/Q112420081,,1946,male
http://www.wikidata.org/entity/Q112420107,Marta Kolářová,1977,female
http://www.wikidata.org/entity/Q112420169,Laurentino Vélez-Pelligrini,1969,male
http://www.wikidata.org/entity/Q112420495,Andrej Findor,1975,male
http://www.wikidata.org/entity/Q112420591,Carlos Pereda,1949,male
http://www.wikidata.org/entity/Q112420637,Samuel Z. Klausner,1923,male
http://www.wikidata.org/entity/Q112420905,Martin Vávra,1979,male
http://www.wikidata.org/entity/Q112421030,Wail Khazal,1974,male
http://www.wikidata.org/entity/Q112421093,Peter Wehling,1954,male
http://www.wikidata.org/entity/Q112421126,Alojz Ritomský,1945,male
http://www.wikidata.org/entity/Q112421130,Pavel Zahrádka,1977,male
http://www.wikidata.org/entity/Q112421326,Nina Fedorovna Naumova,1930,female
http://www.wikidata.org/entity/Q112421439,Ol'ga Borisovna Oskolkova,1927,female
http://www.wikidata.org/entity/Q112421952,David J. Levy,1947,male
http://www.wikidata.org/entity/Q112422453,Kim Kyŏng-Dong,1936,male
http://www.wikidata.org/entity/Q112423029,Peter Hoffmann,1943,male
http://www.wikidata.org/entity/Q112423105,Jonathon Wayne Moses,1962,male
http://www.wikidata.org/entity/Q112423365,Lev Nikolaevich Moskvichev,1932,male
http://www.wikidata.org/entity/Q112423743,Eva M. Hejzlarová,1982,female
http://www.wikidata.org/entity/Q112423820,Renáta Sedláková,1976,female
http://www.wikidata.org/entity/Q112424275,Rainer König-Hollerwöger,1957,male
http://www.wikidata.org/entity/Q112424298,Klaus Schuch,1963,male
http://www.wikidata.org/entity/Q112424347,Aneta Nejezová,1988,female
http://www.wikidata.org/entity/Q112424359,,1965,female
http://www.wikidata.org/entity/Q112425130,Adele Clarke,1945,female
http://www.wikidata.org/entity/Q112425131,Gregory C. Stanczak,1967,male
http://www.wikidata.org/entity/Q112425274,Roger Penn,1949,male
http://www.wikidata.org/entity/Q112425379,Bonnie Fox,1948,female
http://www.wikidata.org/entity/Q112425415,,1972,male
http://www.wikidata.org/entity/Q112425512,Eric Harrison,1967,male
http://www.wikidata.org/entity/Q112425514,David Rose,1947,male
http://www.wikidata.org/entity/Q112425529,Marsha Rosenbaum,1948,female
http://www.wikidata.org/entity/Q112425539,Maria Wolf,1961,female
http://www.wikidata.org/entity/Q112425580,Dietmar Ecker,1964,male
http://www.wikidata.org/entity/Q112425595,Jan Marbach,1943,male
http://www.wikidata.org/entity/Q112425744,John Webb,1940,male
http://www.wikidata.org/entity/Q112425875,Iain Wilkinson,1969,male
http://www.wikidata.org/entity/Q112425912,Tony Fahey,1952,male
http://www.wikidata.org/entity/Q112426172,,1979,male
http://www.wikidata.org/entity/Q112426329,Joseph D. Lewandowski,1966,male
http://www.wikidata.org/entity/Q112426429,Jonathan Gabe,1950,male
http://www.wikidata.org/entity/Q112426449,Robin Bunton,1954,male
http://www.wikidata.org/entity/Q112426453,Sally Richards,1954,female
http://www.wikidata.org/entity/Q112426565,Jiří Kopica,1978,male
http://www.wikidata.org/entity/Q112426635,Matthew David,1967,male
http://www.wikidata.org/entity/Q112426690,Marian Balcerek,1935,male
http://www.wikidata.org/entity/Q112426807,Heike Diefenbach,1964,female
http://www.wikidata.org/entity/Q112426808,Sidney M. Stahl,1941,male
http://www.wikidata.org/entity/Q112426831,Frank Kleemann,1967,male
http://www.wikidata.org/entity/Q112426916,Thomas Roessing,1973,male
http://www.wikidata.org/entity/Q112426954,Gabriele Müller-Mundt,1957,female
http://www.wikidata.org/entity/Q112427059,Gevisa La Rocca,1978,female
http://www.wikidata.org/entity/Q112427064,Jan-Anders Hedenquist,1942,male
http://www.wikidata.org/entity/Q112427097,Veronika Halamová,1978,female
http://www.wikidata.org/entity/Q112427189,Susan Hutson,1945,female
http://www.wikidata.org/entity/Q112427285,,1934,male
http://www.wikidata.org/entity/Q112427290,,1981,male
http://www.wikidata.org/entity/Q112427297,Charles F. Longino,1938,male
http://www.wikidata.org/entity/Q112427298,John W. Murphy,1948,male
http://www.wikidata.org/entity/Q112427299,Shepard Forman,1938,male
http://www.wikidata.org/entity/Q112427301,Romita Ghosh,1938,female
http://www.wikidata.org/entity/Q112427330,Benet Davetian,1947,male
http://www.wikidata.org/entity/Q112427411,Mariana Cabrera,1964,female
http://www.wikidata.org/entity/Q112427430,Marie-Louise Eteki-Otabela,1947,female
http://www.wikidata.org/entity/Q112427432,Gail Faurschou,1957,female
http://www.wikidata.org/entity/Q112427437,Sourayan Mookerjea,1961,male
http://www.wikidata.org/entity/Q112427447,,1944,female
http://www.wikidata.org/entity/Q112427514,Ed Randall,1951,male
http://www.wikidata.org/entity/Q112427521,Janet M. Ruane,1954,female
http://www.wikidata.org/entity/Q112427613,Carolyn M. Vogler,1950,female
http://www.wikidata.org/entity/Q112427631,Tim C. Edwards,1963,male
http://www.wikidata.org/entity/Q112427721,,1979,female
http://www.wikidata.org/entity/Q112427783,Manuela Sofia Stǎnculescu,1963,female
http://www.wikidata.org/entity/Q112427785,Andy Alaszewski,1949,male
http://www.wikidata.org/entity/Q112427905,,1982,female
http://www.wikidata.org/entity/Q112427948,Lucy E. Bailey,1949,female
http://www.wikidata.org/entity/Q112427971,,1972,female
http://www.wikidata.org/entity/Q112427976,Robert Bogdan,1941,male
http://www.wikidata.org/entity/Q112428100,Agnès Bensussan,1975,female
http://www.wikidata.org/entity/Q112428538,Fernando Amaro Monteiro,1935,male
http://www.wikidata.org/entity/Q112428624,Lawrence Dawson,1944,male
http://www.wikidata.org/entity/Q112428662,Vito Orlando,1944,male
http://www.wikidata.org/entity/Q112428769,André Mary,1948,male
http://www.wikidata.org/entity/Q112428812,Satya Pal Ruhela,1935,male
http://www.wikidata.org/entity/Q112428938,Tobias Korta,1971,male
http://www.wikidata.org/entity/Q112428940,Sibylle Niekisch,1973,female
http://www.wikidata.org/entity/Q112429043,Francis Joseph Turner,1929,male
http://www.wikidata.org/entity/Q112429094,Wilfried Kunstmann,1956,male
http://www.wikidata.org/entity/Q112429114,Marion Blute,1942,female
http://www.wikidata.org/entity/Q112429452,John S. Wodarski,1943,male
http://www.wikidata.org/entity/Q112429544,Sabine Moller,1971,female
http://www.wikidata.org/entity/Q112429552,Finn Stepputat,1955,male
http://www.wikidata.org/entity/Q112429555,Jane K. Cowan,1954,female
http://www.wikidata.org/entity/Q112429597,Nicholas Pleace,1965,male
http://www.wikidata.org/entity/Q112429706,Jeroen Paul Bruggeman,1960,male
http://www.wikidata.org/entity/Q112429839,,1945,male
http://www.wikidata.org/entity/Q112430024,,1978,female
http://www.wikidata.org/entity/Q112430152,Norman W. H. Blaikie,1933,male
http://www.wikidata.org/entity/Q112430185,John P. Robinson,1935,male
http://www.wikidata.org/entity/Q112430562,,1926,male
http://www.wikidata.org/entity/Q112430563,Milan Turba,1942,male
http://www.wikidata.org/entity/Q112430574,Richard A. Settersten,1964,male
http://www.wikidata.org/entity/Q112430691,Olaf Jensen,1965,male
http://www.wikidata.org/entity/Q112430693,Torsten Koch,1967,male
http://www.wikidata.org/entity/Q112430791,,1959,female
http://www.wikidata.org/entity/Q112430864,Brian V. Siegel,1950,male
http://www.wikidata.org/entity/Q112431090,Leonardo Avritzer,1959,male
http://www.wikidata.org/entity/Q112431293,Ari Adut,1971,male
http://www.wikidata.org/entity/Q112431394,Hanne Isabell Schaffer,1959,female
http://www.wikidata.org/entity/Q112431396,Peter Sommerfeld,1958,male
http://www.wikidata.org/entity/Q112431399,Konrad Maier,1939,male
http://www.wikidata.org/entity/Q112431477,Margot Klein,1957,female
http://www.wikidata.org/entity/Q112431568,Thomas Volkening,1964,male
http://www.wikidata.org/entity/Q112431579,David Ted Johnson,1960,male
http://www.wikidata.org/entity/Q112431721,Rainer Volz,1950,male
http://www.wikidata.org/entity/Q112432105,,1948,male
http://www.wikidata.org/entity/Q112432148,N. H. Buck,1953,male
http://www.wikidata.org/entity/Q112432170,Edwin Lee Earp,1867,male
http://www.wikidata.org/entity/Q112432479,Robin Cackett,1958,male
http://www.wikidata.org/entity/Q112432622,Heino Hollstein-Brinkmann,1950,male
http://www.wikidata.org/entity/Q112432720,Loretta Huszák,1975,female
http://www.wikidata.org/entity/Q112432900,Lawrence Ogalthorpe Gostin,1949,male
http://www.wikidata.org/entity/Q112433570,Francis Cachia,1928,male
http://www.wikidata.org/entity/Q112433585,Andrew Tudor,1942,male
http://www.wikidata.org/entity/Q112433597,Mike Hepworth,1938,male
http://www.wikidata.org/entity/Q112433805,Andreas Ette,1975,male
http://www.wikidata.org/entity/Q112433860,Thomas Arthur Fox,1959,male
http://www.wikidata.org/entity/Q112433863,Veronika Wittmann,1972,female
http://www.wikidata.org/entity/Q112434172,Leon F. Bouvier,1922,male
http://www.wikidata.org/entity/Q112434221,,1924,male
http://www.wikidata.org/entity/Q112434307,Simone Voigt,1968,male
http://www.wikidata.org/entity/Q112434377,Henri Noubel,1941,male
http://www.wikidata.org/entity/Q112434431,Jürg Schneider,1944,male
http://www.wikidata.org/entity/Q112434512,Clare Lyonette,1960,female
http://www.wikidata.org/entity/Q112434596,Bob Carter,1948,male
http://www.wikidata.org/entity/Q112434643,Paul Drew,1979,male
http://www.wikidata.org/entity/Q112434647,Darin Weinberg,1963,male
http://www.wikidata.org/entity/Q112434732,,1982,female
http://www.wikidata.org/entity/Q112434947,Michael Dawson,1965,male
http://www.wikidata.org/entity/Q112434982,,1984,female
http://www.wikidata.org/entity/Q112435011,Marcia Hughes,1949,female
http://www.wikidata.org/entity/Q112435122,Cara Aitchison,1965,female
http://www.wikidata.org/entity/Q112435282,Stephen John Morewitz,1954,male
http://www.wikidata.org/entity/Q112435313,Mary Ellen O'Connell,1960,female
http://www.wikidata.org/entity/Q112435406,Anja Kruke,1972,female
http://www.wikidata.org/entity/Q112435638,Sheila Isenberg,1943,female
http://www.wikidata.org/entity/Q112435693,Jarmila Bajerová,1984,female
http://www.wikidata.org/entity/Q112435808,Meyer Harvey Brenner,1939,male
http://www.wikidata.org/entity/Q112435885,Tereza Gordon,1981,female
http://www.wikidata.org/entity/Q112435942,Marcin Dębicki,1976,male
http://www.wikidata.org/entity/Q112435960,,1993,male
http://www.wikidata.org/entity/Q112436077,Danuta Dobrowolska,1920,female
http://www.wikidata.org/entity/Q112436085,John Robert Kelly,1930,male
http://www.wikidata.org/entity/Q112436112,Carol Dyhouse,1948,female
http://www.wikidata.org/entity/Q112436154,Marilyn Rueschemeyer,1938,female
http://www.wikidata.org/entity/Q112436163,Kenneth W. Merrell,1957,male
http://www.wikidata.org/entity/Q112436206,Gertrud Backes,1955,female
http://www.wikidata.org/entity/Q112436592,Schuyler W. Huck,1943,male
http://www.wikidata.org/entity/Q112436649,Juanne Nancarrow Clarke,1944,female
http://www.wikidata.org/entity/Q112436657,Celia Davies,1945,female
http://www.wikidata.org/entity/Q112436879,,1981,female
http://www.wikidata.org/entity/Q112436918,Henry Etzkowitz,1940,male
http://www.wikidata.org/entity/Q112436953,Zeynep Atalay,1979,female
http://www.wikidata.org/entity/Q112436989,,1982,female
http://www.wikidata.org/entity/Q112437226,Sonia Jackson,1934,female
http://www.wikidata.org/entity/Q112437289,David Ray Cox,1938,male
http://www.wikidata.org/entity/Q112437330,Daniel Topinka,1971,male
http://www.wikidata.org/entity/Q112437507,Robert M. Emerson,1940,male
http://www.wikidata.org/entity/Q112437622,Lenka Bočková,1984,female
http://www.wikidata.org/entity/Q112437655,Bohdan Czarnocki,1930,male
http://www.wikidata.org/entity/Q112437729,Marcela Petrová Kafková,1982,female
http://www.wikidata.org/entity/Q112437757,,1972,female
http://www.wikidata.org/entity/Q112437926,Maria Mischo-Kelling,1955,female
http://www.wikidata.org/entity/Q112438083,Eva Fikrová,1988,female
http://www.wikidata.org/entity/Q112438156,Geoffroy A. Dominique Botoyiye,1961,male
http://www.wikidata.org/entity/Q112438318,Eleanor R. Townsley,1967,female
http://www.wikidata.org/entity/Q112438355,Jun Tang,1948,male
http://www.wikidata.org/entity/Q112438367,Ľubomír German,1980,male
http://www.wikidata.org/entity/Q112438375,John Walliss,1974,male
http://www.wikidata.org/entity/Q112438454,Eike Gebhardt,1942,male
http://www.wikidata.org/entity/Q112438564,Roger Burrows,1962,male
http://www.wikidata.org/entity/Q112438571,William A. Corsaro,1948,male
http://www.wikidata.org/entity/Q112438708,Luis Guarnizo,1950,male
http://www.wikidata.org/entity/Q112438710,Michael P. Hornsby-Smith,1932,male
http://www.wikidata.org/entity/Q112438749,Jozef Kredátus,1935,male
http://www.wikidata.org/entity/Q112439011,Raymond Jackson Wilson,1936,male
http://www.wikidata.org/entity/Q112439133,Robert Winston Witkin,1941,male
http://www.wikidata.org/entity/Q112439162,M. A. Casey,1965,male
http://www.wikidata.org/entity/Q112439175,Wolfgang Seifert,1959,male
http://www.wikidata.org/entity/Q112439176,Ursula Birsl,1962,female
http://www.wikidata.org/entity/Q112439310,Hanan Frenk,1947,male
http://www.wikidata.org/entity/Q112439553,,1945,female
http://www.wikidata.org/entity/Q112439841,David Gartman,1950,male
http://www.wikidata.org/entity/Q112439861,Diane Payne,1966,female
http://www.wikidata.org/entity/Q112439947,Władysław Misiak,1936,male
http://www.wikidata.org/entity/Q112440048,John J. Ray,1943,male
http://www.wikidata.org/entity/Q112440061,Hubert Bonner,1901,male
http://www.wikidata.org/entity/Q112440145,Wilfried August Dumon,1933,male
http://www.wikidata.org/entity/Q112440159,Steffen Kröhnert,1969,male
http://www.wikidata.org/entity/Q112440238,Džamīl Hilāl,1940,male
http://www.wikidata.org/entity/Q112440248,Robert Nash Parker,1954,male
http://www.wikidata.org/entity/Q112440303,Ulrike A. Richter,1974,female
http://www.wikidata.org/entity/Q112440497,Hartmut Lüdtke,1938,male
http://www.wikidata.org/entity/Q112440659,Bertil Sylvander,1946,male
http://www.wikidata.org/entity/Q112440697,Anders Bäckström,1944,male
http://www.wikidata.org/entity/Q112440769,Alena Nedomová,1960,female
http://www.wikidata.org/entity/Q112440839,Djurdja Bartlett,1949,female
http://www.wikidata.org/entity/Q112440966,Rolf Fechner,1948,male
http://www.wikidata.org/entity/Q112441131,Joanne Marie Tompkins,1956,female
http://www.wikidata.org/entity/Q112441152,,1924,male
http://www.wikidata.org/entity/Q112441156,Krzysztof Marcin Zalewski,1979,male
http://www.wikidata.org/entity/Q112441340,Ozren Pupovac,1977,male
http://www.wikidata.org/entity/Q112441415,Ben Crow,1947,male
http://www.wikidata.org/entity/Q112441500,,1972,female
http://www.wikidata.org/entity/Q112441582,Arthur Liebman,1936,male
http://www.wikidata.org/entity/Q112441686,Will Guy,1940,male
http://www.wikidata.org/entity/Q112441834,Hans Zygowski,1953,male
http://www.wikidata.org/entity/Q112442118,Donna Vogel,1963,female
http://www.wikidata.org/entity/Q112442328,Hiroshi Ishida,1954,male
http://www.wikidata.org/entity/Q112442370,David Sven Reher,1948,male
http://www.wikidata.org/entity/Q112442385,André Niel,1913,male
http://www.wikidata.org/entity/Q112442421,,1957,male
http://www.wikidata.org/entity/Q112442479,Alena Julínková,1982,female
http://www.wikidata.org/entity/Q112442526,Gianpietro Mazzoleni,1946,male
http://www.wikidata.org/entity/Q112442527,Mary Kelly,1944,female
http://www.wikidata.org/entity/Q112442545,Jenny Shaw,1943,female
http://www.wikidata.org/entity/Q112442666,Mechthild Cordes,1944,female
http://www.wikidata.org/entity/Q112442695,Krzysztof Motyka,1956,male
http://www.wikidata.org/entity/Q112442975,Donald J. Shoemaker,1944,male
http://www.wikidata.org/entity/Q112442991,Tadeusz Daszkiewicz,1935,male
http://www.wikidata.org/entity/Q112443098,Michael Benjamin,1950,male
http://www.wikidata.org/entity/Q112443150,Jordan Stojanov Dojkov,1963,male
http://www.wikidata.org/entity/Q112443167,Dragutin Leković,1919,male
http://www.wikidata.org/entity/Q112443235,,1983,male
http://www.wikidata.org/entity/Q112443236,Tereza Vandrovcová,1984,female
http://www.wikidata.org/entity/Q112443265,Sylvia Porubänová,1961,female
http://www.wikidata.org/entity/Q112443303,Chris van 't Hof,1972,male
http://www.wikidata.org/entity/Q112443331,Teresa Keil,1935,female
http://www.wikidata.org/entity/Q112443417,Gary Genosko,1959,male
http://www.wikidata.org/entity/Q112443499,Zdzisław Pisz,1946,male
http://www.wikidata.org/entity/Q112443578,Victor Roudometof,1964,male
